DTXSID,PREFERRED NAME,CASRN,MOLECULAR FORMULA,MONOISOTOPIC MASS,ToxCast Active,ToxCast Total,% ToxCast Active,HIT CALL,TOP,SCALED TOP,AC50,LOGAC50
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021800,"N,N-Diethylaniline",91-66-7,C10H15N,149.120449,5,578,1.0,Inactive,1.5707435187547905,0.07432952918579243,0.0017438762282143208,-2.758484342402917
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021802,"1,1'-Bicyclohexyl",92-51-3,C12H22,166.172151,15,319,5.0,Inactive,7.779327525827618e-10,3.681274157573721E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021646,2-Oxobutanedioic acid,328-42-7,C4H4O5,132.005873,0,234,0.0,Inactive,1.9129194230597604,0.09052171687399874,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021648,4-Oxopentanoic acid,123-76-2,C5H8O3,116.047344,2,321,1.0,Inactive,3.3049520763526816,0.15639442651442279,0.01253981803830081,-1.9017087653821148
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021690,Undecanoic acid,112-37-8,C11H22O2,186.161980,10,234,4.0,Inactive,5.018471504253565,0.2374802885955536,74.97532987876376,1.8749183852579954
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021939,1-Octanamine,111-86-4,C8H19N,129.151750,0,234,0.0,Inactive,2.0803851011516077,0.0984464002221843,0.8521990157253851,-0.06945897173763171
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021937,1-Heptanol,111-70-6,C7H16O,116.120115,7,457,2.0,Inactive,1.729588356019943,0.08184626366633481,0.0012852778891147974,-2.891002963646689
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021854,"N,N-Dimethylbenzylamine",103-83-3,C9H13N,135.104799,0,234,0.0,Inactive,1.5788610147167212,0.07471365915087815,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022082,2-Hydroxyacetanilide,614-80-2,C8H9NO2,151.063329,7,425,2.0,Inactive,2.8912569278308036,0.13681785958995468,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021804,Benzocaine,94-09-7,C9H11NO2,165.078979,12,355,3.0,Inactive,4.67195801731279e-11,2.210828411235097E-12,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021856,4-Butylaniline,104-13-2,C10H15N,149.120449,14,348,4.0,Inactive,2.0013008533497965e-9,9.470403564455982E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021931,1-Hexanol,111-27-3,C6H14O,102.104465,0,348,0.0,Inactive,1.0164310073889682,0.04809877445106746,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022084,4-Ethoxy-2-nitroaniline,616-86-4,C8H10N2O3,182.069142,8,316,3.0,Inactive,1.3866944199606898e-9,6.562009782599922E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8021808,o-Cresol,95-48-7,C7H8O,108.057515,3,574,1.0,Inactive,2.0500171751683682,0.0970093523440733,0.5697811404823949,-0.2442919298244784
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022086,4-Nitrobenzamide,619-80-7,C7H6N2O3,166.037842,0,234,0.0,Inactive,3.240379780223196e-11,1.5333878546771952E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022111,"N-(3,4-Dichlorophenyl)propanamide",709-98-8,C9H9Cl2NO,217.006119,115,733,16.0,Inactive,1.9951767575756902e-11,9.441423584583846E-13,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022113,"3,4-Dichloro-1-butene",760-23-6,C4H6Cl2,123.984656,22,459,5.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022325,"2,2-Bis(4-hydroxyphenyl)-1,1,1-trichloroethane",2971-36-0,C14H11Cl3O2,315.982463,378,849,45.0,Inactive,1.6902574551592054e-9,7.998507671345196E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022246,"1,4-Piperazinedipropanamine",7209-38-3,C10H24N4,200.200097,3,316,1.0,Inactive,4.9218383152712315,0.23290748638117767,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022292,Permethrin,52645-53-1,C21H20Cl2O3,390.078950,103,792,13.0,Inactive,0.023051098540275587,0.0010908065392319902,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022117,Amantadine,768-94-5,C10H17N,151.136100,3,234,1.0,Inactive,1.9313859270852909,0.09139557472127692,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022161,Ioxynil,1689-83-4,C7H3I2NO,370.830400,73,334,22.0,Inactive,2.3465858012869627,0.11104334712900654,0.031066867711248933,-1.5077025318848813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022610,Anileridine,144-14-9,C22H28N2O2,352.215078,2,156,1.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022666,Betaine,107-43-7,C5H11NO2,117.078979,0,322,0.0,Inactive,1.9765725404396148,0.09353386124356668,0.0023675160985212338,-2.625707059220077
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022585,Amifostine,20537-88-6,C5H15N2O3PS,214.054101,0,234,0.0,Inactive,3.272394259212234,0.15485375027385803,3.9999999999999996,0.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022589,Aminoglutethimide,125-84-8,C13H16N2O2,232.121178,8,373,2.0,Inactive,4.271471487671965e-10,2.0213132240767693E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022406,"2,4-Dihydroxybenzophenone",131-56-6,C13H10O3,214.062994,88,570,15.0,Inactive,1.4022304408778848e-9,6.635528158223155E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022371,Testosterone,58-22-0,C19H28O2,288.208930,34,234,15.0,Inactive,2.678670900806206e-12,1.2675802543399833E-13,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022614,Apomorphine,58-00-4,C17H17NO2,267.125929,65,234,28.0,Inactive,5.130654505608299e-10,2.4278892719490737E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022408,Phenol red,143-74-8,C19H14O5S,354.056195,38,362,10.0,Inactive,2.739634515035607,0.1296428991826597,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022377,17alpha-Estradiol,57-91-0,C18H24O2,272.177630,195,652,30.0,Inactive,5.752174607307766e-11,2.7220002836274805E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022404,"2,2'-Dihydroxybenzophenone",835-11-0,C13H10O3,214.062994,14,234,6.0,Inactive,1.208834804254372,0.05720356047361407,0.00010000002283937035,-3.999999900809886
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022749,Cefadroxil,50370-12-2,C16H17N3O5S,363.088892,1,234,0.0,Inactive,4.123282145802696,0.19511881916957527,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022822,Cinoxacin,28657-80-9,C12H10N2O5,262.058971,0,234,0.0,Inactive,1.8681434202670282,0.08840286095215866,0.0014902450256629883,-2.826742319141646
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022828,Cladribine,4291-63-8,C10H12ClN5O3,285.062867,170,647,26.0,Inactive,0.9693150155738226,0.04586918734984693,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022741,Carbutamide,339-43-5,C11H17N3O3S,271.099063,0,316,0.0,Inactive,1.7250983578172912,0.08163379138905766,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022870,Cycloserine,68-41-7,C3H6N2O2,102.042927,0,234,0.0,Inactive,2.7155432272651514,0.12850286960044185,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022743,"N,N'-Bis(2-chloroethyl)-N-nitrosourea",154-93-8,C5H9Cl2N3O2,213.007182,1,234,0.0,Inactive,0.13032500560515184,0.006167140715274813,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022872,Cyproheptadine,129-03-3,C21H21N,287.167400,26,234,11.0,Inactive,6.925491799309063e-10,3.27722851424396E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8022901,Dexamethasone acetate,1177-87-3,C24H31FO6,434.210467,17,246,7.0,Inactive,2.0747269670548754,0.09817865030728183,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023050,Fentiazac,18046-21-4,C17H12ClNO2S,329.027728,14,234,6.0,Inactive,1.3334894930894506e-9,6.310237477479172E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023054,Flecainide,54143-55-4,C17H20F6N2O3,414.137811,8,234,3.0,Inactive,1.491866180246474,0.07059695581226079,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023137,Hydroxyzine,68-88-2,C21H27ClN2O2,374.176106,22,234,9.0,Inactive,5.567446897275702e-10,2.6345848427849303E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023472,Phytonadione,84-80-0,C31H46O2,450.349781,1,234,0.0,Inactive,1.5275767865626313,0.07228682594237815,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023393,Ondansetron,99614-02-5,C18H19N3O,293.152812,2,234,1.0,Inactive,5.308466369426896,0.2512032048688093,6.948052702578757,0.8418631040111475
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023505,Prednisolone tebutate,7681-14-3,C27H38O6,458.266839,23,156,15.0,Inactive,6.331416789258538e-10,2.9961048599308345E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023395,Orlistat,96829-58-2,C29H53NO5,495.392374,19,234,8.0,Inactive,6.069399296282606e-10,2.872114936313119E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023474,"1-(1-(4,4-bis(4-fluorophenyl)butyl)-4-piperidinyl)-1,3-dihydro-2H-Benzimidazol-2-one",2062-78-4,C28H29F2N3O,461.227869,139,322,43.0,Inactive,3.8146366715751853e-10,1.8051333297101154E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023476,Pindolol,13523-86-9,C14H20N2O2,248.152478,1,234,0.0,Inactive,1.8433169329062133,0.08722804081454047,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023557,Ribavirin,36791-04-5,C8H12N4O5,244.080770,32,234,14.0,Inactive,1.4897457543155708,0.07049661463037112,0.00007302522381772182,-4.1365271032670785
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023630,Talbutal,115-44-6,C11H16N2O3,224.116092,0,156,0.0,Inactive,2.642746188444565,0.1250580235405685,3.477644628439032,0.541285200497838
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023426,Paroxypropione,70-70-2,C9H10O2,150.068080,1,234,0.0,Inactive,1.7880906685850435,0.08461466557111633,0.00005018581612533177,-4.299419008928826
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023470,Phthalylsulfathiazole,85-73-4,C17H13N3O5S2,403.029663,0,234,0.0,Inactive,2.566987043442893,0.12147300694667126,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023551,Ramipril,87333-19-5,C23H32N2O5,416.231122,0,234,0.0,Inactive,6.538150175623877,0.3093933659426387,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023632,L-Tartaric acid,87-69-4,C4H6O6,150.016438,0,576,0.0,Inactive,0.2470399552334264,0.011690236721229074,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023713,Trimetozine,635-41-6,C14H19NO5,281.126323,0,234,0.0,Inactive,2.2162770444610467,0.10487697532609459,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023719,Troglitazone,97322-87-7,C24H27NO5S,441.160994,262,699,37.0,Inactive,5.676307749081814e-10,2.6860991464563995E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023636,Telmisartan,144701-48-4,C33H30N4O2,514.236876,24,234,10.0,Inactive,1.0878280131294885e-9,5.147736921119434E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023688,Topiramate,97240-79-4,C12H21NO8S,339.098788,1,319,0.0,Inactive,0.9938970578369863,0.04703244004261927,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023846,Acephate,30560-19-1,C4H10NO3PS,183.011901,16,747,2.0,Inactive,1.7928155662534615,0.08483825358211317,0.41750738636647833,-0.37933583675564464
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023848,Acetochlor,34256-82-1,C14H20ClNO2,269.118257,168,723,23.0,Inactive,2.5735302707600075e-10,1.2178264056923894E-11,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023890,Asulam,3337-71-1,C8H10N2O4S,230.036128,6,643,1.0,Inactive,2.458844844527141e-9,1.1635558412458226E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023262,Mequitazine,29216-28-2,C20H22N2S,322.150370,93,234,40.0,Inactive,2.5779357839442806e-9,1.2199111491078416E-10,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023927,p-Bromodiphenyl ether,101-55-3,C12H9BrO,247.983678,52,590,9.0,Inactive,3.385011924504822,0.16018295770922417,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023347,Nalmefene,55096-26-9,C21H25NO3,339.183444,1,234,0.0,Inactive,2.762370058391239,0.1307187732596363,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024072,Diphenamid,957-51-7,C16H17NO,239.131014,7,356,2.0,Inactive,1.066110757747267,0.0504496817826014,0.0011807791315056272,-2.927831330954671
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023260,Meprednisone,1247-42-3,C22H28O5,372.193674,8,234,3.0,Inactive,2.6903582818761143,0.12731108678486097,0.934886776765526,-0.029240982927947988
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024101,Tribenuron-methyl,101200-48-0,C15H17N5O6S,395.089954,9,511,2.0,Inactive,1.051079446000615e-8,4.973838148956613E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023349,Naloxone,465-65-6,C19H21NO4,327.147058,0,234,0.0,Inactive,1.784578091022993e-11,8.444844604940678E-13,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023214,Levothyroxine,51-48-9,C15H11I4NO4,776.686690,31,338,9.0,Inactive,0.34898105347177555,0.016514215777177033,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023216,"3,5,3'-Triiodothyronine",6893-02-3,C15H12I3NO4,650.790040,151,700,22.0,Inactive,9.456147200135798e-11,4.474766000338777E-12,30,1.4771212547196624
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024107,1-Methyl-3-phenyl-5-(3-(trifluoromethyl)phenyl)-4-pyridone,59756-60-4,C19H14F3NO,329.102749,75,595,13.0,Inactive,1.2480860723653133e-9,5.906097910612542E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024109,Flutolanil,66332-96-5,C17H16F3NO2,323.113313,92,672,14.0,Inactive,2.8426768841681653e-9,1.3451899174160494E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024105,Fluorene,86-73-7,C13H10,166.078250,17,617,3.0,Inactive,0.45702090903053666,0.021626795584827593,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023971,2-Chloronaphthalene,91-58-7,C10H7Cl,162.023628,10,234,4.0,Inactive,3.4201010147309175e-10,1.6184341692800936E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023973,4-Chlorophenyl methyl sulfide,123-09-1,C7H7ClS,157.995699,0,321,0.0,Inactive,6.201106936775328,0.29344406234231096,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8023977,2-Chlorotoluene,95-49-8,C7H7Cl,126.023628,3,572,1.0,Inactive,7.168019640758595,0.33919956933164613,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024234,Norflurazon,27314-13-2,C12H9ClF3N3O,303.038624,76,668,11.0,Inactive,3.216078439911046e-10,1.521888159390101E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024236,Octabromodiphenyl ether,32536-52-0,, ,29,249,12.0,Inactive,1.4884278355193012e-10,7.043424908025923E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024151,Imazalil,35554-44-0,C14H14Cl2N2O,296.048318,338,820,41.0,Inactive,1.6948642829487986e-11,8.020307751151474E-13,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024157,Isopropalin,33820-53-0,C15H23N3O4,309.168856,134,590,23.0,Inactive,4.17745589275619e-9,1.976823879872748E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024159,Isoxaben,82558-50-7,C18H24N2O4,332.173607,102,677,15.0,Inactive,2.9605592948917774e-10,1.4009733345287203E-11,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024280,Propiconazole,60207-90-1,C15H17Cl2N3O2,341.069782,242,789,31.0,Inactive,1.7304325141216753e-10,8.1886210273474E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024286,Propyleneimine,75-55-8,C3H7N,57.057849,0,234,0.0,Inactive
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024317,Terbacil,5902-51-2,C9H13ClN2O2,216.066555,42,646,7.0,Inactive,2.229934334893285,0.10552325522835812,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024315,Myclobutanil,88671-89-0,C15H17ClN4,288.114174,119,712,17.0,Inactive,6.732788450644407e-9,3.186038902396161E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024442,Allyl bromide,106-95-6,C3H5Br,119.957463,0,234,0.0,Inactive,2.142117923517119,0.10136767385276163,7.937006020248749,0.8996567097197492
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024238,Oryzalin,19044-88-3,C12H18N4O6S,346.094705,322,803,40.0,Inactive,6.699897630133951e-10,3.1704745586704924E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024284,1-Methoxy-2-propanol,107-98-2,C4H10O2,90.068080,4,583,1.0,Inactive,1.4220085213263295e-9,6.729120485065735E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024529,3-Methoxyaniline,536-90-3,C7H9NO,123.068414,6,234,3.0,Inactive,2.557398537439829e-10,1.2101926696411327E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024739,(-)-(E)-Caryophyllene,87-44-5,C15H24,204.187801,79,429,18.0,Inactive,0.7993100490962269,0.03782434172951063,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024781,"4-Chloro-3,5-dinitrobenzotrifluoride",393-75-9,C7H2ClF3N2O4,269.965519,31,234,13.0,Inactive,1.3997790180894918e-10,6.623927721899787E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024783,2-Chloroethyl acrylate,2206-89-5,C5H7ClO2,134.013457,0,234,0.0,Inactive,7.648747888337022e-10,3.619482255458334E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024810,2-Chloropyridine,109-09-1,C5H4ClN,113.003227,1,323,0.0,Inactive,3.780899962878172,0.1789168701215483,0.016097593522387457,-1.7932390431025056
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024573,Benzimidazole,51-17-2,C7H6N2,118.053098,1,324,0.0,Inactive,1.8147781655696817,0.08587755098960144,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024787,5-Chloro-2-methyl-1H-benzimidazole,2818-69-1,C8H7ClN2,166.029776,3,234,1.0,Inactive,0.7480269291789228,0.03539756096414824,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024652,Bronopol,52-51-7,C3H6BrNO4,198.948021,178,623,29.0,Inactive,1.992328666717123e-9,9.427946065812132E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024658,alpha-Bromotoluene,100-39-0,C7H7Br,169.973113,0,234,0.0,Inactive,1.3711296367445165,0.06488355300214775,0.00036417946556973956,-3.438684545749141
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024814,4-Chlorotoluene,106-43-4,C7H7Cl,126.023628,2,575,0.0,Inactive,5.1685031706935495e-9,2.445799729146616E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024733,Carisoprodol,78-44-4,C12H24N2O4,260.173607,1,237,0.0,Inactive,1.5182183628015151,0.07184397373654103,0.00033057098372055047,-3.4807352698301948
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024862,o-Cresyl glycidyl ether,2210-79-9,C10H12O2,164.083730,0,234,0.0,Inactive,6.7865022999073e-10,3.211456961288631E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024448,Allyl propyl disulfide,2179-59-1,C6H12S2,148.038043,0,234,0.0,Inactive,0.15821067854652435,0.007486725304364424,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024498,2-Aminophenol,95-55-6,C6H7NO,109.052764,62,234,26.0,Inactive,1.0279561330573154e-10,4.864415767532195E-12,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024521,tert-Amyl methyl ether,994-05-8,C6H14O,102.104465,1,234,0.0,Inactive,2.9712527234221316e-9,1.4060335973822844E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024523,"4-Androstene-3,17-dione",63-05-8,C19H26O2,286.193280,145,687,21.0,Inactive,8.293121332035518e-10,3.924407751683883E-11,20.000000000000007,1.3010299956639813
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024608,Pentaerythrityl tetrabenzoate,4196-86-5,C33H28O8,552.178418,44,234,19.0,Inactive,4.328405966599425,0.20482553248245183,9.080999331260866,0.958133643694105
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024864,Crotonaldehyde,4170-30-3,C4H6O,70.041865,0,234,0.0,Inactive,4.6602276910488e-9,2.205277475528615E-10,35.00000000000001,1.5440680443502757
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024866,Crystal Violet lactone,1552-42-7,C26H29N3O2,415.225977,54,234,23.0,Active,151.39893616603229,7.164385216354216,67.84930250129801,1.8315453874210406
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024941,"(E)-1,4-Dibromo-2-butene",821-06-7,C4H6Br2,211.883626,2,234,1.0,Inactive,2.117796872948315e-9,1.0021677161028975E-10,10.000000000000002,1
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024947,"1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane",3322-93-8,C8H12Br4,423.767252,18,234,8.0,Inactive,2.388687484435695,0.11303565093227516,0.005509107240620901,-2.2589187735412577
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025094,Di(2-methoxyethyl) phthalate,117-82-8,C14H18O6,282.110338,7,322,2.0,Inactive,2.6669385686485274,0.12620283694197584,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024999,"3,4-Dichloronitrobenzene",99-54-7,C6H3Cl2NO2,190.954084,10,579,2.0,Inactive,1.2736664456693907e-9,6.02714740605125E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024991,"1,2-Dichloroethylene",540-59-0,C2H2Cl2,95.953356,0,234,0.0,Inactive,1.5164587629188816e-8,7.176070729025628E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025040,"N,N'-Diethylcarbanilide",85-98-3,C17H20N2O,268.157563,18,234,8.0,Inactive,2.2866211305072437e-9,1.0820574462190152E-10,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025331,"1-Fluoro-2,4-dinitrobenzene",70-34-8,C6H3FN2O4,186.007685,66,234,28.0,Inactive,8.644099051159965e-10,4.0904947563777155E-11,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025337,Formamide,75-12-7,CH3NO,45.021464,6,573,1.0,Inactive,2.0968928180920927,0.09922756583800126,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025464,Isocyanatocyclohexane,3173-53-3,C7H11NO,125.084064,2,234,1.0,Inactive,1.2995781056034157,0.06149764590863528,0.0001000004189082509,-3.999998180708393
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025046,Diethylene glycol dibutyl ether,112-73-2,C12H26O3,218.188195,0,234,0.0,Inactive,3.5399284092505905,0.16751379768200306,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025096,Dimethyl adipate,627-93-0,C8H14O4,174.089209,1,596,0.0,Inactive,1.555399352372939,0.073603424223847,0.5635364341947202,-0.2490780003664059
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024993,"Dichloro-1,3,5-triazinetrione",2782-57-2,C3HCl2N3O3,196.939496,4,352,1.0,Inactive,4.947018723286559,0.23409905448261356,7.937076247692249,0.899660552384878
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8024997,"2,3-Dichloronitrobenzene",3209-22-1,C6H3Cl2NO2,190.954084,1,234,0.0,Inactive,0.5663592943600729,0.02680082342988401,39.99999999999999,1.6020599913279623
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025466,Isodecyl methacrylate,29964-84-9,, ,0,234,0.0,Inactive,2.2988140726373976,0.10878272974843728,4.973240165008283,0.6966394324514783
https://comptox.epa.gov/dashboard/chemical/details/DTXSID8025709,Nickelocene,1271-28-9,C10H10Ni,188.013592,12,234,5.0,Inactive,1.2380081371496634,0.05858407872691009,0.0007524179217067363,-3.123540868616546
